                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.1554,                 1.3116,                 1.0624,                0.95503,                0.12252,                0.12437,                0.09215,                 1.1357,                 2.1517,                0.70813,             3.7122e-05,             3.7122e-05,             3.7122e-05
                    141,                 1.2217,                 1.6864,                  1.056,                0.99469,                0.14307,                0.21553,                0.14953,                 1.1357,                 2.1517,                0.70813,             3.6533e-05,             3.6533e-05,             3.6533e-05
                    142,                 1.4411,                 1.7684,                 1.0484,                 0.9694,                 0.3402,                 0.4443,                0.30388,                 1.1357,                 2.1517,                0.70813,             3.5944e-05,             3.5944e-05,             3.5944e-05
                    143,                 1.3487,                 1.3429,                 1.0845,                0.89386,                0.58248,                0.70564,                0.49775,                 1.1357,                 2.1517,                0.70813,             3.5355e-05,             3.5355e-05,             3.5355e-05
                    144,                 1.3112,                 1.4456,                 1.0564,                0.99469,                 0.1422,                 0.2177,                0.15247,                 1.1251,                 2.1128,                0.70484,             3.4766e-05,             3.4766e-05,             3.4766e-05
                    145,                 1.3666,                 1.4925,                  1.034,                0.97445,                0.33994,                0.44416,                0.31063,                 1.1251,                 2.1128,                0.70484,             3.4177e-05,             3.4177e-05,             3.4177e-05
                    146,                 1.1937,                 1.5239,                 1.0801,                0.90949,                0.51192,                0.62728,                0.45922,                 1.1251,                 2.1128,                0.70484,             3.3588e-05,             3.3588e-05,             3.3588e-05
                    147,                 1.2719,                 1.5022,                 1.0254,                0.90092,                0.58255,                0.70246,                0.50488,                 1.1251,                 2.1128,                0.70484,             3.2999e-05,             3.2999e-05,             3.2999e-05
                    148,                 1.2608,                 1.2906,                 1.0611,                0.95487,                 0.1219,                0.12437,                0.09614,                 1.1105,                 2.0491,                0.70193,              3.241e-05,              3.241e-05,              3.241e-05
                    149,                 1.3095,                 1.3007,                 1.0794,                0.99414,                0.14252,                0.21764,                0.15503,                 1.1105,                 2.0491,                0.70193,             3.1821e-05,             3.1821e-05,             3.1821e-05
                    150,                 1.2797,                 1.3591,                 1.0517,                0.99252,                0.18411,                0.28032,                0.19996,                 1.1105,                 2.0491,                0.70193,             3.1232e-05,             3.1232e-05,             3.1232e-05
                    151,                 1.2403,                 1.3395,                 1.0358,                 0.9809,                0.33941,                0.44499,                 0.3134,                 1.1105,                 2.0491,                0.70193,             3.0643e-05,             3.0643e-05,             3.0643e-05
                    152,                 1.2271,                 1.3266,                 1.0631,                0.99379,                0.14242,                0.21753,                0.15673,                 1.0998,                 1.9995,                0.69881,             3.0053e-05,             3.0053e-05,             3.0053e-05
                    153,                 1.2772,                 1.6053,                 1.0817,                0.98375,                0.33835,                0.44465,                0.31407,                 1.0998,                 1.9995,                0.69881,             2.9464e-05,             2.9464e-05,             2.9464e-05
                    154,                 1.2282,                 1.3408,                 1.0527,                0.92576,                0.59092,                0.71648,                0.51781,                 1.0998,                 1.9995,                0.69881,             2.8875e-05,             2.8875e-05,             2.8875e-05
                    155,                 1.2291,                  1.372,                 1.0854,                0.91861,                0.63259,                0.85124,                0.63549,                 1.0998,                 1.9995,                0.69881,             2.8286e-05,             2.8286e-05,             2.8286e-05
                    156,                 1.2493,                 1.3116,                 1.0705,                0.99344,                0.14217,                0.21925,                0.15802,                 1.0938,                 1.9593,                0.69688,             2.7697e-05,             2.7697e-05,             2.7697e-05
                    157,                 1.2799,                 1.4766,                  1.102,                0.98417,                0.33826,                0.44911,                0.31685,                 1.0938,                 1.9593,                0.69688,             2.7108e-05,             2.7108e-05,             2.7108e-05
                    158,                 1.4277,                  1.579,                 1.0376,                 0.9326,                0.59116,                0.71954,                0.52377,                 1.0938,                 1.9593,                0.69688,             2.6519e-05,             2.6519e-05,             2.6519e-05
                    159,                 1.1902,                 1.2355,                 1.0863,                0.92522,                0.63283,                0.85315,                0.64509,                 1.0938,                 1.9593,                0.69688,              2.593e-05,              2.593e-05,              2.593e-05
                    160,                 1.1312,                 1.1738,                 1.0099,                0.72371,                0.22222,                0.21917,                0.15765,                 1.0857,                 1.9284,                0.69385,             2.5341e-05,             2.5341e-05,             2.5341e-05
                    161,                 1.3394,                 1.4308,                 1.0287,                0.98418,                0.33802,                0.45068,                0.31765,                 1.0857,                 1.9284,                0.69385,             2.4752e-05,             2.4752e-05,             2.4752e-05
                    162,                 1.1257,                 1.4073,                 1.0281,                0.94173,                0.51852,                0.64528,                0.47433,                 1.0857,                 1.9284,                0.69385,             2.4163e-05,             2.4163e-05,             2.4163e-05
                    163,                 1.2458,                 1.4648,                 1.0719,                0.92955,                0.63107,                0.85482,                0.64302,                 1.0857,                 1.9284,                0.69385,             2.3574e-05,             2.3574e-05,             2.3574e-05
                    164,                 1.2413,                 1.4751,                 1.0559,                0.95531,                0.12043,                0.12437,                 0.0972,                 1.0786,                 1.8981,                0.69231,             2.2985e-05,             2.2985e-05,             2.2985e-05
                    165,                 1.1964,                 1.1931,                 1.0497,                0.67268,                0.22222,                0.21914,                0.15763,                 1.0786,                 1.8981,                0.69231,             2.2396e-05,             2.2396e-05,             2.2396e-05
                    166,                 1.3254,                 1.4335,                 1.1365,                0.66228,                0.29167,                0.28596,                 0.2028,                 1.0786,                 1.8981,                0.69231,             2.1807e-05,             2.1807e-05,             2.1807e-05
                    167,                  1.231,                 1.3547,                0.99154,                0.58285,                0.39815,                0.45066,                0.31801,                 1.0786,                 1.8981,                0.69231,             2.1218e-05,             2.1218e-05,             2.1218e-05
                    168,                 1.4372,                 1.5474,                 1.0261,                0.66335,                0.22222,                0.21914,                0.15735,                 1.0719,                 1.8771,                0.69117,             2.0629e-05,             2.0629e-05,             2.0629e-05
                    169,                 1.1376,                 1.5429,                  1.014,                0.63172,                0.39815,                0.45358,                0.32139,                 1.0719,                 1.8771,                0.69117,              2.004e-05,              2.004e-05,              2.004e-05
                    170,                 1.2011,                  1.304,                 1.0246,                0.93877,                0.58704,                 0.7247,                0.52518,                 1.0719,                 1.8771,                0.69117,             1.9451e-05,             1.9451e-05,             1.9451e-05
                    171,                 1.2927,                 1.5484,                 1.0075,                0.93173,                0.62871,                0.86006,                0.64898,                 1.0719,                 1.8771,                0.69117,             1.8862e-05,             1.8862e-05,             1.8862e-05
                    172,                 1.0728,                 1.3821,                 1.0074,                0.95292,                0.12336,                0.12437,                0.09782,                 1.0655,                 1.8334,                0.69025,             1.8272e-05,             1.8272e-05,             1.8272e-05
                    173,                 1.3069,                 1.7299,                 1.0305,                0.61537,                 0.4556,                 0.4536,                  0.323,                 1.0655,                 1.8334,                0.69025,             1.7683e-05,             1.7683e-05,             1.7683e-05
                    174,                 1.3204,                 1.4722,                  1.051,                0.93067,                0.51896,                0.65239,                0.48184,                 1.0655,                 1.8334,                0.69025,             1.7094e-05,             1.7094e-05,             1.7094e-05
                    175,                 1.2921,                 1.5003,                0.99961,                0.91877,                0.63003,                0.86478,                0.65354,                 1.0655,                 1.8334,                0.69025,             1.6505e-05,             1.6505e-05,             1.6505e-05
                    176,                 1.0848,                  1.348,                   1.03,                0.95335,                0.12343,                0.12437,                 0.0956,                 1.0631,                 1.8067,                 0.6891,             1.5916e-05,             1.5916e-05,             1.5916e-05
                    177,                 1.3244,                 1.5509,                 1.0831,                0.65638,                0.45573,                0.45339,                0.31998,                 1.0631,                 1.8067,                 0.6891,             1.5327e-05,             1.5327e-05,             1.5327e-05
                    178,                 1.2502,                 1.3214,                 1.1676,                0.92905,                0.58843,                0.72906,                0.52573,                 1.0631,                 1.8067,                 0.6891,             1.4738e-05,             1.4738e-05,             1.4738e-05
                    179,                 1.0179,                 1.2593,                 1.0283,                0.92223,                 0.6301,                0.86498,                0.64985,                 1.0631,                 1.8067,                 0.6891,             1.4149e-05,             1.4149e-05,             1.4149e-05
                    180,                 1.2154,                 1.2801,                0.99629,                0.67742,                0.22222,                0.21912,                  0.155,                 1.0571,                 1.7873,                0.68744,              1.356e-05,              1.356e-05,              1.356e-05
                    181,                 1.3239,                 1.3518,                 1.0484,                0.70004,                0.45101,                0.45296,                0.31974,                 1.0571,                 1.7873,                0.68744,             1.2971e-05,             1.2971e-05,             1.2971e-05
                    182,                 1.3115,                 1.3971,                 1.1222,                0.88378,                0.62633,                0.72861,                0.52575,                 1.0571,                 1.7873,                0.68744,             1.2382e-05,             1.2382e-05,             1.2382e-05
                    183,                 1.3935,                 1.5786,                 1.0572,                0.67847,                0.81987,                0.86663,                0.65175,                 1.0571,                 1.7873,                0.68744,             1.1793e-05,             1.1793e-05,             1.1793e-05
                    184,                 1.1745,                 1.3773,                 1.0976,                0.76831,                0.22222,                0.21902,                0.15563,                 1.0565,                 1.7779,                0.68634,             1.1204e-05,             1.1204e-05,             1.1204e-05
                    185,                 1.2493,                 1.3521,                 1.0755,                0.74456,                0.29021,                0.28878,                0.20353,                 1.0565,                 1.7779,                0.68634,             1.0615e-05,             1.0615e-05,             1.0615e-05
                    186,                 1.0546,                 1.1715,                 1.0538,                0.65332,                0.45154,                0.45251,                0.32021,                 1.0565,                 1.7779,                0.68634,             1.0026e-05,             1.0026e-05,             1.0026e-05
                    187,                 1.1686,                 1.3935,                 1.0381,                0.88988,                0.62539,                0.72827,                0.52933,                 1.0565,                 1.7779,                0.68634,             9.4367e-06,             9.4367e-06,             9.4367e-06
                    188,                 1.2888,                 1.3295,                 1.0434,                0.68626,                0.23023,                0.22345,                0.15654,                 1.0514,                 1.7614,                0.68462,             8.8476e-06,             8.8476e-06,             8.8476e-06
                    189,                 1.1188,                 1.2601,                 1.0389,                0.69559,                 0.4538,                0.45558,                0.32149,                 1.0514,                 1.7614,                0.68462,             8.2586e-06,             8.2586e-06,             8.2586e-06
                    190,                 1.2924,                 1.5178,                 1.0477,                0.72136,                0.65911,                0.65462,                0.48218,                 1.0514,                 1.7614,                0.68462,             7.6696e-06,             7.6696e-06,             7.6696e-06
                    191,                 1.3182,                 1.6497,                  1.083,                0.90278,                0.61479,                0.73156,                 0.5313,                 1.0514,                 1.7614,                0.68462,             7.0805e-06,             7.0805e-06,             7.0805e-06
                    192,                 1.2296,                 1.4227,                  1.098,                0.95502,                  0.125,                0.12437,                0.09564,                 1.0476,                 1.7736,                 0.6832,             6.4915e-06,             6.4915e-06,             6.4915e-06
                    193,                 1.0988,                 1.3702,                 1.0427,                0.68621,                0.23021,                0.22345,                0.15778,                 1.0476,                 1.7736,                 0.6832,             5.9024e-06,             5.9024e-06,             5.9024e-06
                    194,                 1.1534,                 1.3423,                  1.084,                0.78742,                0.28704,                0.28749,                0.20399,                 1.0476,                 1.7736,                 0.6832,             5.3134e-06,             5.3134e-06,             5.3134e-06
                    195,                 1.1506,                 1.3798,                 1.0241,                0.92705,                0.53609,                0.66058,                0.48799,                 1.0476,                 1.7736,                 0.6832,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    196,                 1.1355,                 1.2349,                  1.096,                0.95404,                  0.125,                0.12437,                0.09419,                 1.0431,                 1.7982,                0.68146,             4.1353e-06,             4.1353e-06,             4.1353e-06
                    197,                 1.0573,                 1.2498,                 1.0388,                0.65143,                0.28704,                 0.2851,                0.20154,                 1.0431,                 1.7982,                0.68146,             3.5462e-06,             3.5462e-06,             3.5462e-06
                    198,                  1.115,                 1.2346,                 1.0729,                0.58909,                 0.4537,                0.44885,                0.31969,                 1.0431,                 1.7982,                0.68146,             2.9572e-06,             2.9572e-06,             2.9572e-06
                    199,                 1.1067,                 1.2816,                 1.0308,                0.87265,                0.57581,                0.65826,                0.48189,                 1.0431,                 1.7982,                0.68146,             2.3681e-06,             2.3681e-06,             2.3681e-06
                    200,                 1.1909,                 1.1114,                 1.1611,                0.99452,                  0.125,                0.12437,                0.09549,                 1.0421,                 1.8117,                0.68105,             1.7791e-06,             1.7791e-06,             1.7791e-06
